tail_number,date,aircraft,origin,origin_location,destination,destination_location,departure,arrival,duration
N545LM,30-Dec-2022,BE20,Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",Hooper Bay (HPB / PAHP),"Hooper Bay (Hooper Bay, AK) - HPB / PAHP",08:29PM AKST,10:23PM AKST (?),1:54
N545LM,30-Dec-2022,BE20,Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",08:29PM AKST,,Diverted
N545LM,30-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",10:32AM AKST,01:08PM AKST,2:36
N545LM,29-Dec-2022,BE20,King Cove (KVC / PAVC),"King Cove (King Cove, AK) - KVC / PAVC",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",03:45PM AKST,05:57PM AKST,2:11
N545LM,29-Dec-2022,BE20,Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",King Cove (KVC / PAVC),"King Cove (King Cove, AK) - KVC / PAVC",02:28PM AKST,03:14PM AKST (?),0:46
N545LM,28-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",03:23PM AKST,06:05PM AKST,2:42
N545LM,27-Dec-2022,BE20,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:11PM AKST,10:35PM AKST,1:23
N545LM,27-Dec-2022,BE20,Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",05:36PM AKST,07:57PM AKST,2:20
N545LM,27-Dec-2022,BE20,Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",05:36PM AKST,,Diverted
N545LM,24-Dec-2022,BE20,Cold Bay (CDB / PACD),"Cold Bay (Cold Bay, AK) - CDB / PACD",Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",01:11PM AKST,01:59PM AKST,0:48
N545LM,24-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Cold Bay (CDB / PACD),"Cold Bay (Cold Bay, AK) - CDB / PACD",09:49AM AKST,12:30PM AKST,2:40
N545LM,23-Dec-2022,BE20,King Salmon (PAKN),"King Salmon (King Salmon, AK) - PAKN",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",08:35PM AKST,09:40PM AKST,1:05
N545LM,23-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",King Salmon (PAKN),"King Salmon (King Salmon, AK) - PAKN",06:29PM AKST,07:46PM AKST,1:16
N545LM,22-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",05:42PM AKST,06:07PM AKST,0:25
N545LM,17-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:56PM AKST,11:04PM AKST,1:08
N545LM,16-Nov-2022,BE20,Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:20PM AKST,08:17PM AKST,0:57
N545LM,16-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",05:59PM AKST,07:01PM AKST (?),1:01
N545LM,13-Nov-2022,BE20,Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:44PM AKST,08:19PM AKST,0:35
N545LM,13-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",06:35PM AKST,07:09PM AKST (?),0:34
N545LM,13-Nov-2022,BE20,Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:51AM AKST,01:50PM AKST,1:59
N545LM,13-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",10:26AM AKST,11:26AM AKST (?),1:00
N545LM,12-Nov-2022,BE20,Nulato (NUL / PANU),"Nulato (Nulato, AK) - NUL / PANU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",08:33PM AKST,09:31PM AKST,0:57
N545LM,12-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Nulato (NUL / PANU),"Nulato (Nulato, AK) - NUL / PANU",07:07PM AKST,08:17PM AKST (?),1:09
N545LM,12-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:44PM AKST,04:38PM AKST,0:53
N545LM,12-Nov-2022,BE20,Gulkana (GKN / PAGK),"Gulkana (Gulkana, AK) - GKN / PAGK",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",01:39PM AKST,02:20PM AKST,0:41
N545LM,12-Nov-2022,BE20,Gulkana (GKN / PAGK),"Gulkana (Gulkana, AK) - GKN / PAGK",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",01:39PM AKST,,Diverted
N545LM,12-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Gulkana (GKN / PAGK),"Gulkana (Gulkana, AK) - GKN / PAGK",12:39PM AKST,01:21PM AKST,0:42
N545LM,12-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",12:39PM AKST,,Diverted
N545LM,12-Nov-2022,BE20,Valdez Pioneer Fld (VDZ / PAVD),"Valdez Pioneer Fld (Valdez, AK) - VDZ / PAVD",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:31AM AKST,11:09AM AKST,0:37
N545LM,12-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Valdez Pioneer Fld (VDZ / PAVD),"Valdez Pioneer Fld (Valdez, AK) - VDZ / PAVD",08:27AM AKST,09:43AM AKST,1:16
N545LM,11-Nov-2022,BE20,Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",05:28PM AKST,06:04PM AKST,0:36
N545LM,11-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",04:38PM AKST,05:16PM AKST,0:37
N545LM,10-Nov-2022,BE20,Hughes (HUS / PAHU),"Hughes (Hughes, AK) - HUS / PAHU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:50AM AKST,11:36AM AKST,0:46
N545LM,10-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Huslia (HLA / PAHL),"Huslia (Huslia, AK) - HLA / PAHL",09:11AM AKST,10:08AM AKST (?),0:57
N545LM,09-Nov-2022,BE20,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:19AM AKST,01:07PM AKST,1:47
N545LM,09-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",08:27AM AKST,10:21AM AKST,1:53
N545LM,08-Nov-2022,BE20,Kaltag (KAL / PAKV),"Kaltag (Kaltag, AK) - KAL / PAKV",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",09:00PM AKST,10:06PM AKST,1:05
N545LM,08-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Kaltag (KAL / PAKV),"Kaltag (Kaltag, AK) - KAL / PAKV",07:26PM AKST,08:41PM AKST (?),1:15
N545LM,08-Nov-2022,BE20,Allakaket (6A8 / PFAL),"Allakaket (Allakaket, AK) - 6A8 / PFAL",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",05:21PM AKST,06:02PM AKST,0:41
N545LM,08-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Bettles (BTT / PABT),"Bettles (Bettles, AK) - BTT / PABT",04:12PM AKST,04:56PM AKST (?),0:43
N545LM,08-Nov-2022,BE20,Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",02:40PM AKST,03:26PM AKST,0:46
N545LM,08-Nov-2022,BE20,"Warren ""Bud"" Woods Palmer Muni (PAQ / PAAQ)",Warren ,Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",12:50PM AKST,02:09PM AKST (?),1:19
N545LM,08-Nov-2022,BE20,Gulkana (GKN / PAGK),"Gulkana (Gulkana, AK) - GKN / PAGK","Warren ""Bud"" Woods Palmer Muni (PAQ / PAAQ)",Warren ,11:06AM AKST,11:42AM AKST,0:35
N545LM,08-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Gulkana (GKN / PAGK),"Gulkana (Gulkana, AK) - GKN / PAGK",09:35AM AKST,10:51AM AKST,1:15
N545LM,08-Nov-2022,BE20,Nulato (NUL / PANU),"Nulato (Nulato, AK) - NUL / PANU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",02:32AM AKST,03:34AM AKST,1:02
N545LM,08-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Nulato (NUL / PANU),"Nulato (Nulato, AK) - NUL / PANU",12:31AM AKST,01:50AM AKST,1:18
N545LM,07-Nov-2022,BE20,Ralph M Calhoun Meml (TAL / PATA),"Ralph M Calhoun Meml (Tanana, AK) - TAL / PATA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",04:10PM AKST,04:38PM AKST,0:27
N545LM,07-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA","Near Tanana, AK",L 65.13333 -151.98334,02:47PM AKST,Last seen 03:17PM AKST,0:29
N545LM,07-Nov-2022,BE20,"Near Fort Yukon, AK",L 66.21667 -144.75000,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:25AM AKST,10:57AM AKST,0:32
N545LM,07-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA","Near Fort Yukon, AK",L 65.75000 -145.81667,09:21AM AKST,Last seen 09:42AM AKST,0:20
N545LM,07-Nov-2022,BE20,Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",06:44AM AKST,07:39AM AKST,0:54
N545LM,07-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",05:14AM AKST,06:15AM AKST (?),1:01
N545LM,06-Nov-2022,BE20,Ruby (RBY / PARY),"Ruby (Ruby, AK) - RBY / PARY",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",06:14PM AKST,06:48PM AKST,0:34
N545LM,06-Nov-2022,BE20,Rampart (RMP / PFMP),"Rampart (Rampart, AK) - RMP / PFMP",Ruby (RBY / PARY),"Ruby (Ruby, AK) - RBY / PARY",05:13PM AKST,05:48PM AKST (?),0:34
N545LM,06-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Rampart (RMP / PFMP),"Rampart (Rampart, AK) - RMP / PFMP",04:27PM AKST,04:50PM AKST,0:22
N545LM,06-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",05:17AM AKST,06:14AM AKST,0:56
N545LM,05-Nov-2022,BE20,Chalkyitsik (CIK / PACI),"Chalkyitsik (Chalkyitsik, AK) - CIK / PACI",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:27PM AKDT,04:04PM AKDT,0:37
N545LM,05-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Chalkyitsik (CIK / PACI),"Chalkyitsik (Chalkyitsik, AK) - CIK / PACI",02:34PM AKDT,03:20PM AKDT (?),0:46
N545LM,05-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",12:50AM AKDT,01:51AM AKDT,1:00
N545LM,04-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:25PM AKDT,11:22PM AKDT,0:57
N545LM,04-Nov-2022,BE20,Koyukuk (KYU / PFKU),"Koyukuk (Koyukuk, AK) - KYU / PFKU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",08:05PM AKDT,09:10PM AKDT,1:05
N545LM,04-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Koyukuk (KYU / PFKU),"Koyukuk (Koyukuk, AK) - KYU / PFKU",06:27PM AKDT,07:49PM AKDT (?),1:22
N545LM,04-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:21PM AKDT,05:25PM AKDT,1:04
N545LM,04-Nov-2022,BE20,Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",02:22PM AKDT,02:55PM AKDT,0:33
N545LM,04-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",01:28PM AKDT,02:06PM AKDT (?),0:37
N545LM,04-Nov-2022,BE20,Edward G Pitka Sr (GAL / PAGA),"Edward G Pitka Sr (Galena, AK) - GAL / PAGA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:55AM AKDT,11:55AM AKDT,1:00
N545LM,04-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Edward G Pitka Sr (GAL / PAGA),"Edward G Pitka Sr (Galena, AK) - GAL / PAGA",09:36AM AKDT,10:37AM AKDT (?),1:00
N545LM,02-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:59PM AKDT,11:57PM AKDT,0:57
N545LM,02-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",08:06PM AKDT,09:10PM AKDT,1:03
N545LM,02-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:08AM AKDT,08:03AM AKDT,0:55
N545LM,02-Nov-2022,BE20,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",03:42AM AKDT,05:11AM AKDT,1:28
N545LM,01-Nov-2022,BE20,Soldotna (SXQ / PASX),"Soldotna (Soldotna, AK) - SXQ / PASX",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",11:48PM AKDT,01:18AM AKDT (+1),1:30
N545LM,01-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Soldotna (SXQ / PASX),"Soldotna (Soldotna, AK) - SXQ / PASX",10:53PM AKDT,11:21PM AKDT,0:27
N545LM,01-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",07:33PM AKDT,09:34PM AKDT,2:01
N545LM,01-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",07:33PM AKDT,,Diverted
N545LM,01-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:33PM AKDT,,Diverted
N545LM,31-Oct-2022,BE20,Edward G Pitka Sr (GAL / PAGA),"Edward G Pitka Sr (Galena, AK) - GAL / PAGA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",02:29PM AKDT,03:25PM AKDT,0:56
N545LM,31-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Edward G Pitka Sr (GAL / PAGA),"Edward G Pitka Sr (Galena, AK) - GAL / PAGA",01:16PM AKDT,02:17PM AKDT (?),1:00
N545LM,31-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:32AM AKDT,11:37AM AKDT,0:05
N545LM,31-Oct-2022,BE20,Nenana Muni (ENN / PANN),"Nenana Muni (Nenana, AK) - ENN / PANN",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:13AM AKDT,11:27AM AKDT,0:13
N545LM,31-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Nenana Muni (ENN / PANN),"Nenana Muni (Nenana, AK) - ENN / PANN",10:40AM AKDT,11:01AM AKDT,0:21
N545LM,30-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",06:26PM AKDT,07:21PM AKDT,0:55
N545LM,30-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",06:26PM AKDT,,Diverted
N545LM,30-Oct-2022,BE20,Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",01:31AM AKDT,02:35AM AKDT,1:03
N545LM,30-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",12:04AM AKDT,01:02AM AKDT (?),0:57
N545LM,29-Oct-2022,BE20,"Near Fort Yukon, AK",L 66.41667 -145.56667,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:23PM AKDT,10:54PM AKDT,0:31
N545LM,29-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA","Near Fort Yukon, AK",L 66.21667 -145.80000,09:20PM AKDT,Last seen 09:46PM AKDT,0:26
N545LM,29-Oct-2022,BE20,Wiley Post-Will Rogers (BRW / PABR),"Wiley Post-Will Rogers (Utqiagvik, AK) - BRW / PABR",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",01:10AM AKDT,03:05AM AKDT,1:54
N545LM,29-Oct-2022,BE20,Wiley Post-Will Rogers (BRW / PABR),"Wiley Post-Will Rogers (Utqiagvik, AK) - BRW / PABR",Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",01:10AM AKDT,,Diverted
N545LM,28-Oct-2022,Unknown,Atqasuk Memorial (ATK / PATQ),"Atqasuk Memorial (Atqasuk, AK) - ATK / PATQ",Wiley Post-Will Rogers (BRW / PABR),"Wiley Post-Will Rogers (Utqiagvik, AK) - BRW / PABR",11:40PM AKDT,11:57PM AKDT,0:17
N545LM,28-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Atqasuk Memorial (ATK / PATQ),"Atqasuk Memorial (Atqasuk, AK) - ATK / PATQ",09:32PM AKDT,11:10PM AKDT (?),1:38
N545LM,28-Oct-2022,BE20,Hughes (HUS / PAHU),"Hughes (Hughes, AK) - HUS / PAHU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",06:22PM AKDT,07:10PM AKDT,0:47
N545LM,28-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Hughes (HUS / PAHU),"Hughes (Hughes, AK) - HUS / PAHU",05:19PM AKDT,06:07PM AKDT,0:48
N545LM,28-Oct-2022,BE20,"Near Tanana, AK",L 65.13333 -152.08333,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:47PM AKDT,04:21PM AKDT,0:33
N545LM,28-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA","Near Tanana, AK",L 65.13333 -151.85000,02:55PM AKDT,Last seen 03:22PM AKDT,0:27
N545LM,27-Oct-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",12:25PM AKDT,01:24PM AKDT,0:58
N545LM,27-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:00AM AKDT,10:00AM AKDT,0:59
N545LM,27-Oct-2022,BE20,Merrill Field (MRI / PAMR),"Merrill Field (Anchorage, AK) - MRI / PAMR",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",05:01AM AKDT,06:01AM AKDT,0:59
N545LM,27-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Merrill Field (MRI / PAMR),"Merrill Field (Anchorage, AK) - MRI / PAMR",03:26AM AKDT,04:22AM AKDT,0:56
N545LM,26-Oct-2022,BE20,Nulato (NUL / PANU),"Nulato (Nulato, AK) - NUL / PANU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:49PM AKDT,12:51AM AKDT (+1),1:02
N545LM,26-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Nulato (NUL / PANU),"Nulato (Nulato, AK) - NUL / PANU",10:11PM AKDT,11:19PM AKDT (?),1:08
N545LM,26-Oct-2022,BE20,Bettles (BTT / PABT),"Bettles (Bettles, AK) - BTT / PABT",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:47PM AKDT,04:28PM AKDT,0:41
N545LM,26-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Bettles (BTT / PABT),"Bettles (Bettles, AK) - BTT / PABT",02:42PM AKDT,03:25PM AKDT,0:42
N545LM,26-Oct-2022,BE20,Edward G Pitka Sr (GAL / PAGA),"Edward G Pitka Sr (Galena, AK) - GAL / PAGA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",12:39PM AKDT,01:34PM AKDT,0:55
N545LM,26-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Edward G Pitka Sr (GAL / PAGA),"Edward G Pitka Sr (Galena, AK) - GAL / PAGA",11:22AM AKDT,12:24PM AKDT (?),1:01
N545LM,25-Oct-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:50PM AKDT,12:46AM AKDT (+1),0:56
N545LM,25-Oct-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:25PM AKDT,10:31PM AKDT,1:05
N545LM,25-Oct-2022,BE20,Chalkyitsik (CIK / PACI),"Chalkyitsik (Chalkyitsik, AK) - CIK / PACI",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:30PM AKDT,07:54PM AKDT,0:24
